qc_id,timestamp,batch_id,sku,parameter,value,pass_fail,notes,value 
QC_503047,2025-03-28 21:22:04,BATCH_13015,Family Loaf,moisture_percent,34.49,pass,,34.49
QC_501144,2025-05-02 11:21:40,BATCH_12381,Seed Loaf,moisture_percent,34.78,pass,,34.78
QC_511866,2025-05-12 14:33:30,BATCH_15955,Family Loaf,moisture_percent,33.34,pass,,33.34
QC_504074,2025-04-25 07:00:13,BATCH_13358,Soft White,weight_grams,701.19,pass,,701.19
QC_501396,2025-05-12 22:12:46,BATCH_12465,High Energy Brown,weight_grams,705.88,pass,,705.88
QC_514253,2025-04-21 12:59:48,BATCH_16751,Whole Wheat,moisture_percent,39.37,fail,Seal issue detected,39.37
QC_507945,2025-06-18 11:49:19,BATCH_14648,Wholegrain Brown,internal_temp_c,95.16,pass,,95.16
QC_508020,2025-05-19 21:10:01,BATCH_14673,Seed Loaf,weight_grams,714.7,pass,,714.7
QC_514024,2025-05-14 06:43:41,BATCH_16674,Family Loaf,internal_temp_c,98.02,pass,,98.02
QC_509920,2025-04-05 08:35:13,BATCH_15306,Seed Loaf,crust_color_level,0.03,fail,Seal issue detected,0.03
QC_500476,2025-01-03 14:34:41,BATCH_12158,Seed Loaf,crust_color_level,-1.27,fail,Internal temperature deviation,-1.27
QC_507391,2025-02-11 23:07:34,BATCH_14463,High Energy White,slice_uniformity_mm,-0.29,fail,Internal temperature deviation,-0.29
QC_506679,2025-01-10 07:38:33,BATCH_14226,Soft White,crust_color_level,6.48,fail,Seal issue detected,6.48
QC_513444,2025-06-18 16:24:08,BATCH_16481,Whole Wheat,slice_uniformity_mm,0.78,fail,Color inconsistency,0.78
QC_513905,2025-01-11 11:46:35,BATCH_16635,Wholegrain Brown,moisture_percent,38.8,pass,,38.8
QC_502954,2025-07-01 20:44:48,BATCH_12984,Soft White,weight_grams,682.35,pass,,682.35
QC_517305,2025-02-21 04:15:40,BATCH_17768,Soft White,slice_uniformity_mm,7.06,fail,Seal issue detected,7.06
QC_503169,2025-01-29 00:22:44,BATCH_13056,Seed Loaf,crust_color_level,5.46,fail,Seal issue detected,5.46
QC_508902,2025-04-15 22:54:15,BATCH_14967,Wholegrain Brown,weight_grams,714.94,pass,,714.94
QC_510524,2025-02-01 18:26:44,BATCH_15508,High Energy Brown,package_seal_strength,117.53,pass,,117.53
QC_500971,2025-07-10 13:13:54,BATCH_12323,Seed Loaf,texture_score,12.41,fail,Above tolerance range,12.41
QC_517946,2025-02-05 21:03:54,BATCH_17982,High Energy Brown,package_seal_strength,102.9,pass,,102.9
QC_516580,2025-03-18 09:28:20,BATCH_17526,Wholegrain Brown,weight_grams,698.8,pass,,698.8
QC_508606,2025-06-19 01:32:33,BATCH_14868,Seed Loaf,moisture_percent,32.58,pass,,32.58
QC_510765,2025-05-15 02:20:53,BATCH_15588,Wholegrain Brown,slice_uniformity_mm,0.6,fail,Internal temperature deviation,0.6
QC_501147,2025-01-13 17:42:47,BATCH_12382,Soft White,internal_temp_c,93.93,pass,,93.93
QC_515013,2025-04-21 02:11:18,BATCH_17004,High Energy White,weight_grams,681.03,pass,,681.03
QC_504688,2025-06-26 19:19:47,BATCH_13562,Seed Loaf,texture_score,5.28,pass,,5.28
QC_516764,2025-03-28 16:38:11,BATCH_17588,Whole Wheat,texture_score,-0.58,fail,Below expected tolerance,-0.58
QC_500103,2025-01-17 23:08:09,BATCH_12034,Soft White,crust_color_level,0.89,fail,Seal issue detected,0.89
QC_513054,2025-02-24 15:45:40,BATCH_16351,Soft White,moisture_percent,32.15,pass,,32.15
QC_510242,2025-01-10 08:31:41,BATCH_15414,Whole Wheat,moisture_percent,36.18,pass,,36.18
QC_506649,2025-02-21 16:05:44,BATCH_14216,Wholegrain Brown,slice_uniformity_mm,1.73,fail,Internal temperature deviation,1.73
QC_500460,2025-03-08 06:26:10,BATCH_12153,High Energy White,weight_grams,686.54,pass,,686.54
QC_500101,2025-05-10 10:42:01,BATCH_12033,Family Loaf,weight_grams,716.41,pass,,716.41
QC_502622,2025-04-30 01:47:31,BATCH_12874,Whole Wheat,slice_uniformity_mm,1.01,fail,Internal temperature deviation,1.01
QC_507453,2025-03-09 19:18:58,BATCH_14484,Whole Wheat,moisture_percent,37.25,pass,,37.25
QC_506810,2025-01-07 05:37:25,BATCH_14270,Seed Loaf,weight_grams,687.0,pass,,687.0
QC_513586,2025-06-22 14:23:04,BATCH_16528,Wholegrain Brown,weight_grams,691.73,pass,,691.73
QC_515703,2025-01-23 09:42:52,BATCH_17234,High Energy Brown,slice_uniformity_mm,3.6,pass,,3.6
QC_504625,2025-05-04 00:56:32,BATCH_13541,Family Loaf,weight_grams,678.09,fail,Above tolerance range,678.09
QC_503233,2025-06-13 16:21:13,BATCH_13077,High Energy White,crust_color_level,1.42,pass,,1.42
QC_507585,2025-07-12 06:12:07,BATCH_14528,Wholegrain Brown,weight_grams,710.33,pass,,710.33
QC_514455,2025-02-09 08:50:47,BATCH_16818,Whole Wheat,package_seal_strength,80.12,pass,,80.12
QC_503441,2025-02-09 17:43:02,BATCH_13147,Wholegrain Brown,package_seal_strength,109.9,pass,,109.9
QC_507721,2025-07-10 18:18:58,BATCH_14573,Soft White,package_seal_strength,106.29,pass,,106.29
QC_500563,2025-05-01 14:59:18,BATCH_12187,Soft White,internal_temp_c,92.23,fail,Color inconsistency,92.23
QC_515604,2025-06-16 06:53:24,BATCH_17201,High Energy Brown,texture_score,1.17,pass,,1.17
QC_507655,2025-06-13 22:26:26,BATCH_14551,High Energy Brown,package_seal_strength,86.33,pass,,86.33
QC_504391,2025-05-27 18:42:10,BATCH_13463,High Energy Brown,slice_uniformity_mm,8.45,fail,Below expected tolerance,8.45
QC_504528,2025-07-30 16:09:21,BATCH_13509,Soft White,weight_grams,708.43,pass,,708.43
QC_507878,2025-05-03 07:55:15,BATCH_14626,High Energy Brown,package_seal_strength,82.58,pass,,82.58
QC_507142,2025-03-16 23:34:03,BATCH_14380,Soft White,slice_uniformity_mm,1.04,fail,Internal temperature deviation,1.04
QC_512558,2025-05-12 18:58:39,BATCH_16186,Wholegrain Brown,moisture_percent,32.41,pass,,32.41
QC_517402,2025-07-15 21:29:54,BATCH_17800,Soft White,crust_color_level,1.38,pass,,1.38
QC_514891,2025-03-25 08:04:22,BATCH_16963,High Energy Brown,slice_uniformity_mm,6.99,fail,Internal temperature deviation,6.99
QC_508330,2025-01-18 02:46:08,BATCH_14776,Seed Loaf,weight_grams,704.2,pass,,704.2
QC_511882,2025-05-24 16:19:13,BATCH_15960,High Energy Brown,weight_grams,682.57,pass,,682.57
QC_514107,2025-04-12 23:19:41,BATCH_16702,Soft White,internal_temp_c,94.93,pass,,94.93
QC_509999,2025-05-18 21:42:50,BATCH_15333,Wholegrain Brown,slice_uniformity_mm,0.34,fail,Above tolerance range,0.34
QC_517722,2025-06-28 13:50:51,BATCH_17907,Whole Wheat,texture_score,7.8,pass,,7.8
QC_504527,2025-07-30 16:09:21,BATCH_13509,Soft White,crust_color_level,-0.84,fail,Below expected tolerance,-0.84
QC_509844,2025-02-18 20:48:22,BATCH_15281,High Energy White,crust_color_level,0.14,fail,Color inconsistency,0.14
QC_511235,2025-03-25 00:44:37,BATCH_15745,Whole Wheat,internal_temp_c,98.2,pass,,98.2
QC_504525,2025-02-22 00:45:11,BATCH_13508,Wholegrain Brown,package_seal_strength,86.86,pass,,86.86
QC_509891,2025-07-15 05:54:12,BATCH_15297,High Energy White,slice_uniformity_mm,4.03,pass,,4.03
QC_511091,2025-05-15 22:56:05,BATCH_15697,Whole Wheat,moisture_percent,29.58,fail,Color inconsistency,29.58
QC_517527,2025-02-27 00:30:22,BATCH_17842,Seed Loaf,texture_score,5.4,pass,,5.4
QC_512283,2025-07-24 02:17:32,BATCH_16094,Whole Wheat,internal_temp_c,100.56,fail,Below expected tolerance,100.56
QC_506335,2025-02-15 13:41:10,BATCH_14111,High Energy Brown,package_seal_strength,92.53,pass,,92.53
QC_507089,2025-03-19 14:06:00,BATCH_14363,Soft White,moisture_percent,32.69,pass,,32.69
QC_508390,2025-02-22 17:46:06,BATCH_14796,Whole Wheat,texture_score,-0.19,fail,Color inconsistency,-0.19
QC_505952,2025-05-19 08:16:23,BATCH_13984,Wholegrain Brown,weight_grams,704.66,pass,,704.66
QC_517545,2025-03-13 13:53:18,BATCH_17848,High Energy White,weight_grams,697.95,pass,,697.95
QC_506051,2025-05-08 08:54:09,BATCH_14017,Family Loaf,weight_grams,711.8,pass,,711.8
QC_514443,2025-05-04 14:49:15,BATCH_16814,Soft White,moisture_percent,38.86,pass,,38.86
QC_502730,2025-05-14 10:41:17,BATCH_12910,Whole Wheat,package_seal_strength,113.15,pass,,113.15
QC_512622,2025-03-03 08:15:01,BATCH_16207,Seed Loaf,crust_color_level,2.36,pass,,2.36
QC_509191,2025-03-22 04:37:35,BATCH_15063,Family Loaf,package_seal_strength,101.74,pass,,101.74
QC_502085,2025-03-27 19:21:58,BATCH_12695,High Energy White,internal_temp_c,97.68,pass,,97.68
QC_514641,2025-06-07 17:04:33,BATCH_16880,Whole Wheat,internal_temp_c,99.54,fail,Seal issue detected,99.54
QC_516412,2025-06-04 19:53:32,BATCH_17470,Family Loaf,package_seal_strength,88.65,pass,,88.65
QC_502751,2025-03-19 05:08:38,BATCH_12917,Family Loaf,crust_color_level,-1.11,fail,Below expected tolerance,-1.11
QC_510429,2025-02-27 12:23:31,BATCH_15476,Family Loaf,slice_uniformity_mm,4.93,pass,,4.93
QC_502002,2025-06-07 18:08:04,BATCH_12667,Family Loaf,crust_color_level,6.87,fail,Internal temperature deviation,6.87
QC_517891,2025-07-27 03:58:25,BATCH_17963,High Energy Brown,texture_score,11.79,fail,Below expected tolerance,11.79
QC_501034,2025-07-16 05:23:51,BATCH_12344,Soft White,crust_color_level,4.43,pass,,4.43
QC_509566,2025-07-11 14:11:14,BATCH_15188,Wholegrain Brown,moisture_percent,30.86,fail,Above tolerance range,30.86
QC_502579,2025-07-11 15:45:00,BATCH_12859,Wholegrain Brown,package_seal_strength,97.75,pass,,97.75
QC_500123,2025-03-16 01:13:06,BATCH_12041,Wholegrain Brown,internal_temp_c,100.72,fail,Below expected tolerance,100.72
QC_511509,2025-02-16 04:08:04,BATCH_15836,High Energy Brown,crust_color_level,7.36,fail,Seal issue detected,7.36
QC_507677,2025-02-14 00:46:49,BATCH_14559,Whole Wheat,package_seal_strength,91.07,pass,,91.07
QC_502928,2025-06-06 03:18:57,BATCH_12976,Seed Loaf,texture_score,3.42,pass,,3.42
QC_503043,2025-06-03 20:07:46,BATCH_13014,Soft White,slice_uniformity_mm,2.31,pass,,2.31
QC_506712,2025-05-21 07:47:32,BATCH_14237,Soft White,internal_temp_c,98.5,pass,,98.5
QC_513029,2025-01-24 23:45:23,BATCH_16343,Seed Loaf,slice_uniformity_mm,5.35,pass,,5.35
QC_509286,2025-06-18 14:33:13,BATCH_15095,Soft White,crust_color_level,6.05,fail,Color inconsistency,6.05
QC_514701,2025-06-12 21:32:14,BATCH_16900,High Energy White,texture_score,1.11,pass,,1.11
QC_502981,2025-06-01 04:09:18,BATCH_12993,Seed Loaf,texture_score,8.61,pass,,8.61
QC_512296,2025-03-17 15:20:23,BATCH_16098,High Energy White,moisture_percent,32.67,pass,,32.67
QC_501712,2025-02-08 08:44:52,BATCH_12570,Whole Wheat,moisture_percent,39.12,fail,Seal issue detected,39.12
QC_505071,2025-04-30 05:45:30,BATCH_13690,Whole Wheat,slice_uniformity_mm,8.09,fail,Color inconsistency,8.09
QC_506930,2025-01-15 18:03:54,BATCH_14310,High Energy Brown,slice_uniformity_mm,8.12,fail,Internal temperature deviation,8.12
QC_516784,2025-03-12 18:05:00,BATCH_17594,High Energy White,internal_temp_c,94.14,pass,,94.14
QC_512102,2025-02-02 23:13:59,BATCH_16034,Wholegrain Brown,package_seal_strength,93.63,pass,,93.63
QC_514645,2025-03-15 18:54:07,BATCH_16881,Whole Wheat,internal_temp_c,92.17,fail,Seal issue detected,92.17
QC_513606,2025-04-04 03:34:16,BATCH_16535,Whole Wheat,weight_grams,689.55,pass,,689.55
QC_512655,2025-01-30 15:38:33,BATCH_16218,Soft White,weight_grams,686.42,pass,,686.42
QC_500928,2025-01-13 11:53:20,BATCH_12309,Family Loaf,texture_score,4.75,pass,,4.75
QC_503752,2025-07-27 09:49:29,BATCH_13250,Soft White,internal_temp_c,95.01,pass,,95.01
QC_512678,2025-04-05 20:55:06,BATCH_16226,Whole Wheat,internal_temp_c,99.25,fail,Color inconsistency,99.25
QC_515411,2025-01-19 20:40:18,BATCH_17137,Wholegrain Brown,moisture_percent,36.01,pass,,36.01
QC_500856,2025-07-09 08:06:32,BATCH_12285,High Energy Brown,crust_color_level,-0.14,fail,Above tolerance range,-0.14
QC_508122,2025-06-21 22:37:11,BATCH_14707,Wholegrain Brown,internal_temp_c,90.84,fail,Internal temperature deviation,90.84
QC_515680,2025-04-10 00:00:00,BATCH_17226,Soft White,internal_temp_c,98.37,pass,,98.37
QC_505751,2025-04-04 08:03:40,BATCH_13917,High Energy White,package_seal_strength,100.86,pass,,100.86
QC_504902,2025-01-31 09:45:44,BATCH_13634,Soft White,internal_temp_c,93.56,pass,,93.56
QC_509601,2025-01-18 17:17:44,BATCH_15200,High Energy Brown,package_seal_strength,115.17,pass,,115.17
QC_503002,2025-03-23 06:30:55,BATCH_13000,Family Loaf,package_seal_strength,106.47,pass,,106.47
QC_516221,2025-03-13 10:44:09,BATCH_17407,High Energy White,moisture_percent,31.56,pass,,31.56
QC_504338,2025-06-27 10:11:42,BATCH_13446,Wholegrain Brown,package_seal_strength,106.52,pass,,106.52
QC_506108,2025-03-13 05:35:12,BATCH_14036,Soft White,package_seal_strength,102.78,pass,,102.78
QC_501208,2025-07-01 12:33:15,BATCH_12402,High Energy White,package_seal_strength,114.04,pass,,114.04
QC_507044,2025-01-31 00:08:56,BATCH_14348,Seed Loaf,weight_grams,708.3,pass,,708.3
QC_514822,2025-06-21 10:25:34,BATCH_16940,Soft White,moisture_percent,28.93,fail,Below expected tolerance,28.93
QC_516433,2025-01-31 03:25:25,BATCH_17477,Seed Loaf,slice_uniformity_mm,6.46,fail,Seal issue detected,6.46
QC_502051,2025-05-09 23:59:12,BATCH_12683,Seed Loaf,crust_color_level,4.81,pass,,4.81
QC_505826,2025-04-16 05:17:24,BATCH_13942,Soft White,internal_temp_c,97.62,pass,,97.62
QC_510132,2025-06-29 15:36:12,BATCH_15377,High Energy White,crust_color_level,6.6,fail,Below expected tolerance,6.6
QC_500059,2025-04-18 16:54:08,BATCH_12019,Family Loaf,package_seal_strength,84.77,pass,,84.77
QC_505903,2025-04-20 20:15:36,BATCH_13967,Soft White,crust_color_level,2.38,pass,,2.38
QC_513958,2025-01-14 17:43:38,BATCH_16652,High Energy White,crust_color_level,3.0,pass,,3.0
QC_511955,2025-01-04 10:59:43,BATCH_15985,High Energy White,slice_uniformity_mm,4.92,pass,,4.92
QC_508352,2025-03-22 05:44:27,BATCH_14784,Wholegrain Brown,weight_grams,701.6,pass,,701.6
QC_508403,2025-06-26 08:35:07,BATCH_14801,Whole Wheat,moisture_percent,34.61,pass,,34.61
QC_517418,2025-06-09 12:25:50,BATCH_17806,Whole Wheat,texture_score,-0.6,fail,Seal issue detected,-0.6
QC_516136,2025-06-07 04:39:25,BATCH_17378,Family Loaf,internal_temp_c,100.69,fail,Below expected tolerance,100.69
QC_512320,2025-02-21 19:00:43,BATCH_16106,Family Loaf,weight_grams,684.7,pass,,684.7
QC_510334,2025-03-02 16:01:24,BATCH_15444,Seed Loaf,crust_color_level,7.48,fail,Above tolerance range,7.48
QC_515468,2025-01-14 19:31:42,BATCH_17156,Whole Wheat,texture_score,5.14,pass,,5.14
QC_508056,2025-03-07 09:59:04,BATCH_14685,Soft White,internal_temp_c,94.65,pass,,94.65
QC_506698,2025-03-11 09:18:54,BATCH_14232,Whole Wheat,moisture_percent,41.48,fail,Above tolerance range,41.48
QC_512169,2025-07-17 06:54:25,BATCH_16056,Wholegrain Brown,package_seal_strength,99.81,pass,,99.81
QC_503058,2025-04-12 17:48:49,BATCH_13019,High Energy White,package_seal_strength,115.77,pass,,115.77
QC_503310,2025-02-01 12:04:24,BATCH_13103,High Energy Brown,crust_color_level,3.69,pass,,3.69
QC_502315,2025-04-08 01:29:40,BATCH_12771,Soft White,slice_uniformity_mm,-0.31,fail,Above tolerance range,-0.31
QC_506501,2025-07-01 16:26:45,BATCH_14167,Family Loaf,slice_uniformity_mm,2.76,pass,,2.76
QC_507255,2025-05-05 15:38:34,BATCH_14418,Wholegrain Brown,texture_score,10.01,fail,Internal temperature deviation,10.01
QC_507826,2025-01-13 02:36:01,BATCH_14608,High Energy White,texture_score,5.68,pass,,5.68
QC_508254,2025-04-05 12:58:46,BATCH_14751,High Energy White,texture_score,3.5,pass,,3.5
QC_514528,2025-06-01 01:51:44,BATCH_16842,Soft White,texture_score,2.63,pass,,2.63
QC_511402,2025-05-31 10:39:38,BATCH_15800,Soft White,slice_uniformity_mm,1.34,fail,Below expected tolerance,1.34
QC_502133,2025-06-29 20:43:04,BATCH_12711,High Energy White,crust_color_level,0.19,fail,Below expected tolerance,0.19
QC_517602,2025-06-15 11:47:48,BATCH_17867,High Energy Brown,package_seal_strength,89.54,pass,,89.54
QC_513259,2025-01-20 11:30:32,BATCH_16419,Whole Wheat,slice_uniformity_mm,7.83,fail,Color inconsistency,7.83
QC_507026,2025-07-11 18:10:28,BATCH_14342,High Energy White,moisture_percent,29.65,fail,Internal temperature deviation,29.65
QC_514823,2025-01-22 12:46:11,BATCH_16941,Soft White,weight_grams,704.94,pass,,704.94
QC_515683,2025-06-01 19:23:17,BATCH_17227,Whole Wheat,internal_temp_c,91.33,fail,Color inconsistency,91.33
QC_510768,2025-04-12 04:47:42,BATCH_15589,Whole Wheat,internal_temp_c,98.65,pass,,98.65
QC_509728,2025-03-21 03:16:28,BATCH_15242,Whole Wheat,internal_temp_c,99.04,fail,Color inconsistency,99.04
QC_512505,2025-04-18 22:06:31,BATCH_16168,High Energy White,texture_score,9.43,pass,,9.43
QC_514070,2025-03-15 22:54:50,BATCH_16690,Seed Loaf,slice_uniformity_mm,6.85,fail,Above tolerance range,6.85
QC_517859,2025-06-05 10:28:54,BATCH_17953,High Energy White,moisture_percent,33.18,pass,,33.18
QC_502136,2025-05-31 15:10:46,BATCH_12712,Seed Loaf,crust_color_level,0.95,fail,Internal temperature deviation,0.95
QC_511355,2025-06-27 17:09:57,BATCH_15785,High Energy White,weight_grams,694.95,pass,,694.95
QC_517322,2025-01-27 21:57:32,BATCH_17774,Seed Loaf,weight_grams,718.51,pass,,718.51
QC_510585,2025-01-21 06:36:37,BATCH_15528,Whole Wheat,slice_uniformity_mm,4.71,pass,,4.71
QC_509187,2025-05-23 08:35:55,BATCH_15062,Whole Wheat,texture_score,3.28,pass,,3.28
QC_512166,2025-03-17 01:13:47,BATCH_16055,Wholegrain Brown,slice_uniformity_mm,-0.13,fail,Internal temperature deviation,-0.13
QC_509910,2025-05-05 18:21:46,BATCH_15303,Whole Wheat,slice_uniformity_mm,3.15,pass,,3.15
QC_504903,2025-01-31 09:45:44,BATCH_13634,Soft White,crust_color_level,1.2,pass,,1.2
QC_513687,2025-05-30 15:22:22,BATCH_16562,Whole Wheat,texture_score,3.04,pass,,3.04
QC_511032,2025-03-08 09:13:50,BATCH_15677,Whole Wheat,slice_uniformity_mm,0.37,fail,Internal temperature deviation,0.37
QC_506756,2025-07-15 05:37:02,BATCH_14252,Soft White,weight_grams,690.61,pass,,690.61
QC_504048,2025-02-01 08:57:06,BATCH_13349,High Energy Brown,weight_grams,679.15,fail,Above tolerance range,679.15
QC_514574,2025-02-03 21:33:05,BATCH_16858,Seed Loaf,package_seal_strength,111.05,pass,,111.05
QC_511270,2025-06-07 16:33:14,BATCH_15756,Seed Loaf,package_seal_strength,106.11,pass,,106.11
QC_504609,2025-02-02 22:11:04,BATCH_13536,Whole Wheat,crust_color_level,0.93,fail,Above tolerance range,0.93
QC_517224,2025-05-31 16:29:14,BATCH_17741,High Energy White,weight_grams,710.99,pass,,710.99
QC_513696,2025-05-02 02:25:28,BATCH_16565,High Energy White,crust_color_level,4.75,pass,,4.75
QC_517629,2025-06-01 11:37:42,BATCH_17876,Soft White,weight_grams,707.63,pass,,707.63
QC_514358,2025-02-28 10:47:38,BATCH_16786,High Energy White,moisture_percent,31.16,pass,,31.16
QC_514415,2025-07-13 04:31:33,BATCH_16805,High Energy White,weight_grams,691.47,pass,,691.47
QC_514220,2025-03-14 16:48:48,BATCH_16740,High Energy White,internal_temp_c,95.57,pass,,95.57
QC_505157,2025-03-27 19:03:40,BATCH_13719,Wholegrain Brown,texture_score,6.27,pass,,6.27
QC_500970,2025-07-10 13:13:54,BATCH_12323,Seed Loaf,package_seal_strength,80.04,pass,,80.04
QC_513420,2025-03-07 21:23:34,BATCH_16473,High Energy White,texture_score,3.39,pass,,3.39
QC_517480,2025-07-21 15:41:05,BATCH_17826,HighEnergyBrown,weight_grams,700.53,pass,,700.53
QC_512764,2025-05-24 03:26:14,BATCH_16254,High Energy White,package_seal_strength,103.77,pass,,103.77
QC_514509,2025-05-02 02:15:54,BATCH_16836,High Energy White,crust_color_level,4.89,pass,,4.89
QC_508206,2025-01-17 09:35:53,BATCH_14735,Seed Loaf,package_seal_strength,110.14,pass,,110.14
QC_515533,2025-01-01 01:47:44,BATCH_17177,Seed Loaf,internal_temp_c,90.58,fail,Below expected tolerance,90.58
QC_508899,2025-02-22 04:56:19,BATCH_14966,Soft White,weight_grams,703.15,pass,,703.15
QC_502704,2025-05-11 21:30:11,BATCH_12901,Wholegrain Brown,weight_grams,710.85,pass,,710.85
QC_500635,2025-01-15 08:44:42,BATCH_12211,Family Loaf,internal_temp_c,93.91,pass,,93.91
QC_517714,2025-01-31 20:15:21,BATCH_17904,Wholegrain Brown,weight_grams,701.18,pass,,701.18
QC_512509,2025-05-03 02:09:00,BATCH_16169,Wholegrain Brown,slice_uniformity_mm,6.34,fail,Internal temperature deviation,6.34
QC_506252,2025-06-14 11:50:23,BATCH_14084,High Energy Brown,internal_temp_c,99.83,fail,Below expected tolerance,99.83
QC_512810,2025-05-27 02:24:21,BATCH_16270,Seed Loaf,internal_temp_c,98.28,pass,,98.28
QC_511114,2025-01-11 14:51:12,BATCH_15704,High Energy White,texture_score,2.25,pass,,2.25
QC_503477,2025-05-22 23:44:43,BATCH_13159,High Energy White,weight_grams,696.08,pass,,696.08
QC_505702,2025-01-12 06:19:41,BATCH_13900,Seed Loaf,internal_temp_c,100.17,fail,Below expected tolerance,100.17
QC_500251,2025-03-24 12:35:44,BATCH_12083,Seed Loaf,weight_grams,679.76,fail,Seal issue detected,679.76
QC_509531,2025-02-18 01:18:43,BATCH_15177,Seed Loaf,package_seal_strength,115.49,pass,,115.49
QC_512082,2025-05-03 21:12:19,BATCH_16027,High Energy White,texture_score,1.32,pass,,1.32
QC_517950,2025-04-22 15:03:01,BATCH_17983,Wholegrain Brown,slice_uniformity_mm,0.92,fail,Above tolerance range,0.92
QC_517206,2025-01-21 22:08:57,BATCH_17735,Family Loaf,crust_color_level,4.39,pass,,4.39
QC_505547,2025-05-28 20:30:15,BATCH_13849,Soft White,texture_score,6.75,pass,,6.75
QC_505474,2025-05-20 10:45:39,BATCH_13824,High Energy Brown,slice_uniformity_mm,5.59,pass,,5.59
QC_516367,2025-02-18 19:33:55,BATCH_17455,Whole Wheat,texture_score,0.72,fail,Color inconsistency,0.72
QC_506758,2025-07-15 05:37:02,BATCH_14252,Soft White,slice_uniformity_mm,7.76,fail,Color inconsistency,7.76
QC_512407,2025-06-08 11:38:10,BATCH_16135,High Energy Brown,texture_score,11.19,fail,Internal temperature deviation,11.19
