batch_id,sku,parameter,fail_count,mean_value,min_value,max_value,notes_sample
BATCH_15777,High Energy White,internal_temp_c,2,96.49000000000001,91.78,101.2,Internal temperature deviation
BATCH_15794,Whole Wheat,slice_uniformity_mm,2,-0.034999999999999996,-0.18,0.11,Color inconsistency
BATCH_15814,High Energy White,crust_color_level,2,2.66,-0.54,5.86,Below expected tolerance | Above tolerance range
BATCH_15821,Soft White,crust_color_level,2,2.7449999999999997,-0.65,6.14,Seal issue detected | Internal temperature deviation
BATCH_15833,Family Loaf,crust_color_level,2,6.48,6.27,6.69,Internal temperature deviation | Above tolerance range
BATCH_15868,High Energy Brown,texture_score,2,5.69,-0.52,11.9,Color inconsistency | Above tolerance range
BATCH_15873,Seed Loaf,slice_uniformity_mm,2,3.505,-0.38,7.39,Internal temperature deviation | Color inconsistency
BATCH_15887,Family Loaf,crust_color_level,2,6.65,5.99,7.31,Color inconsistency | Above tolerance range
BATCH_15908,Family Loaf,slice_uniformity_mm,2,0.63,-0.22,1.48,Seal issue detected
BATCH_15927,High Energy Brown,crust_color_level,2,3.525,0.42,6.63,Color inconsistency | Above tolerance range
BATCH_15930,Wholegrain Brown,crust_color_level,2,2.98,0.46,5.5,Below expected tolerance | Seal issue detected
BATCH_15975,Seed Loaf,slice_uniformity_mm,2,3.565,0.42,6.71,Below expected tolerance | Color inconsistency
BATCH_16000,Soft White,slice_uniformity_mm,2,4.41,1.04,7.78,Color inconsistency
BATCH_16032,Soft White,moisture_percent,2,40.260000000000005,39.5,41.02,Above tolerance range | Internal temperature deviation
BATCH_14710,Seed Loaf,texture_score,2,10.3,10.13,10.47,Internal temperature deviation | Above tolerance range
BATCH_16049,Wholegrain Brown,moisture_percent,2,40.44,40.09,40.79,Seal issue detected
BATCH_16063,Seed Loaf,texture_score,2,4.865,-0.69,10.42,Below expected tolerance
BATCH_16067,Wholegrain Brown,crust_color_level,2,3.0549999999999997,-1.24,7.35,Internal temperature deviation | Below expected tolerance
BATCH_16086,High Energy Brown,internal_temp_c,2,91.995,91.34,92.65,Above tolerance range | Seal issue detected
BATCH_16088,High Energy White,slice_uniformity_mm,2,1.01,1.01,1.01,Below expected tolerance
BATCH_16093,Whole Wheat,moisture_percent,2,40.28,39.15,41.41,Internal temperature deviation | Seal issue detected
BATCH_16111,Soft White,slice_uniformity_mm,2,3.115,-0.47,6.7,Color inconsistency
BATCH_16115,Soft White,slice_uniformity_mm,2,7.630000000000001,6.8,8.46,Color inconsistency | Below expected tolerance
BATCH_16146,Family Loaf,internal_temp_c,2,99.66,99.07,100.25,Internal temperature deviation | Seal issue detected
BATCH_16155,Whole Wheat,crust_color_level,2,2.9349999999999996,-0.56,6.43,Color inconsistency
BATCH_16160,Whole Wheat,slice_uniformity_mm,2,3.855,-0.12,7.83,Above tolerance range | Below expected tolerance
BATCH_16185,Whole Wheat,slice_uniformity_mm,2,3.34,0.56,6.12,Above tolerance range | Color inconsistency
BATCH_16190,Family Loaf,moisture_percent,2,29.865000000000002,28.75,30.98,Seal issue detected
BATCH_16197,Seed Loaf,crust_color_level,2,-0.72,-1.09,-0.35,Below expected tolerance | Internal temperature deviation
BATCH_13525,Soft White,texture_score,2,11.375,11.0,11.75,Seal issue detected | Below expected tolerance
BATCH_16220,Seed Loaf,crust_color_level,2,2.665,-1.08,6.41,Seal issue detected | Internal temperature deviation
BATCH_16223,Family Loaf,weight_grams,2,700.005,679.38,720.63,Seal issue detected | Internal temperature deviation
BATCH_16226,Whole Wheat,internal_temp_c,2,95.475,91.7,99.25,Color inconsistency | Internal temperature deviation
BATCH_16227,Soft White,crust_color_level,2,2.195,-1.17,5.56,Above tolerance range | Color inconsistency
BATCH_16243,High Energy White,moisture_percent,2,35.144999999999996,30.18,40.11,Color inconsistency | Seal issue detected
BATCH_16251,High Energy White,package_seal_strength,2,99.635,77.51,121.76,Color inconsistency | Internal temperature deviation
BATCH_16260,Seed Loaf,crust_color_level,2,1.805,-1.4,5.01,Internal temperature deviation | Seal issue detected
BATCH_16285,Whole Wheat,moisture_percent,2,30.634999999999998,30.45,30.82,Seal issue detected | Below expected tolerance
BATCH_16297,Soft White,texture_score,2,0.32,0.31,0.33,Below expected tolerance
BATCH_16300,Seed Loaf,texture_score,2,11.620000000000001,11.23,12.01,Color inconsistency
BATCH_16305,Seed Loaf,texture_score,2,11.83,11.83,11.83,Seal issue detected
BATCH_16307,High Energy White,internal_temp_c,2,96.28,92.6,99.96,Internal temperature deviation | Color inconsistency
BATCH_16326,Soft White,slice_uniformity_mm,2,4.765,1.74,7.79,Seal issue detected | Above tolerance range
BATCH_16334,Seed Loaf,internal_temp_c,2,91.79499999999999,90.99,92.6,Below expected tolerance | Seal issue detected
BATCH_16342,Family Loaf,crust_color_level,2,6.359999999999999,5.68,7.04,Above tolerance range | Seal issue detected
BATCH_16360,Seed Loaf,internal_temp_c,2,96.445,91.64,101.25,Color inconsistency | Internal temperature deviation
BATCH_16373,Whole Wheat,crust_color_level,2,0.175,-0.28,0.63,Internal temperature deviation | Seal issue detected
BATCH_16380,Soft White,moisture_percent,2,30.425,30.19,30.66,Color inconsistency | Above tolerance range
BATCH_16429,Family Loaf,crust_color_level,2,6.85,6.76,6.94,Seal issue detected
BATCH_16436,Whole Wheat,internal_temp_c,2,91.325,90.76,91.89,Below expected tolerance | Above tolerance range
BATCH_16446,Soft White,crust_color_level,2,3.16,0.42,5.9,Below expected tolerance
BATCH_16450,High Energy Brown,slice_uniformity_mm,2,0.8300000000000001,0.11,1.55,Internal temperature deviation | Above tolerance range
BATCH_16461,High Energy Brown,slice_uniformity_mm,2,3.9499999999999997,-0.3,8.2,Above tolerance range | Seal issue detected
BATCH_16467,Seed Loaf,crust_color_level,2,3.48,-0.16,7.12,Seal issue detected | Color inconsistency
BATCH_16488,Wholegrain Brown,texture_score,2,5.1450000000000005,-1.45,11.74,Above tolerance range
BATCH_16537,High Energy White,moisture_percent,2,34.7,29.03,40.37,Below expected tolerance | Above tolerance range
BATCH_16558,Wholegrain Brown,crust_color_level,2,5.375,5.24,5.51,Above tolerance range | Color inconsistency
BATCH_16559,High Energy White,crust_color_level,2,5.359999999999999,5.12,5.6,Internal temperature deviation
BATCH_16571,Family Loaf,crust_color_level,2,-1.015,-1.2,-0.83,Seal issue detected | Internal temperature deviation
BATCH_16590,Whole Wheat,moisture_percent,2,40.475,40.21,40.74,Color inconsistency | Above tolerance range
BATCH_16591,High Energy Brown,crust_color_level,2,6.27,5.6,6.94,Seal issue detected | Internal temperature deviation
BATCH_16656,Family Loaf,internal_temp_c,2,95.94999999999999,90.85,101.05,Seal issue detected
BATCH_16662,Family Loaf,crust_color_level,2,-0.66,-1.31,-0.01,Seal issue detected
BATCH_16665,High Energy White,internal_temp_c,2,95.57,90.78,100.36,Color inconsistency | Above tolerance range
BATCH_16688,Whole Wheat,internal_temp_c,2,92.24,92.24,92.24,Below expected tolerance
BATCH_16689,Whole Wheat,texture_score,2,5.66,0.66,10.66,Below expected tolerance | Above tolerance range
BATCH_14876,Wholegrain Brown,crust_color_level,2,-0.365,-1.17,0.44,Internal temperature deviation | Above tolerance range
BATCH_16723,High Energy White,texture_score,2,12.08,12.08,12.08,Seal issue detected
BATCH_12416,Family Loaf,internal_temp_c,2,91.47,91.41,91.53,Above tolerance range | Color inconsistency
BATCH_16741,High Energy White,slice_uniformity_mm,2,0.99,0.56,1.42,Seal issue detected | Above tolerance range
BATCH_16752,High Energy White,moisture_percent,2,40.985,40.62,41.35,Below expected tolerance
BATCH_16876,High Energy Brown,crust_color_level,2,-0.505,-0.74,-0.27,Seal issue detected | Internal temperature deviation
BATCH_16880,Whole Wheat,internal_temp_c,2,95.265,90.99,99.54,Seal issue detected | Below expected tolerance
BATCH_16881,Whole Wheat,internal_temp_c,2,92.32,92.17,92.47,Seal issue detected | Above tolerance range
BATCH_16884,Whole Wheat,internal_temp_c,2,96.59,92.69,100.49,Above tolerance range | Below expected tolerance
BATCH_16886,High Energy White,slice_uniformity_mm,2,0.725,0.61,0.84,Internal temperature deviation | Above tolerance range
BATCH_16888,Whole Wheat,internal_temp_c,2,100.24000000000001,99.98,100.5,Internal temperature deviation | Below expected tolerance
BATCH_16894,Family Loaf,internal_temp_c,2,96.86000000000001,92.29,101.43,Seal issue detected | Internal temperature deviation
BATCH_16895,Family Loaf,crust_color_level,2,6.525,5.8,7.25,Color inconsistency
BATCH_16905,Wholegrain Brown,internal_temp_c,2,92.92,92.92,92.92,Below expected tolerance
BATCH_16915,High Energy White,crust_color_level,2,6.63,6.63,6.63,Internal temperature deviation
BATCH_16918,High Energy Brown,slice_uniformity_mm,2,4.2700000000000005,0.56,7.98,Color inconsistency | Internal temperature deviation
BATCH_16925,Whole Wheat,texture_score,2,6.655,0.83,12.48,Seal issue detected | Below expected tolerance
BATCH_16961,High Energy White,internal_temp_c,2,99.825,99.76,99.89,Above tolerance range | Color inconsistency
BATCH_16983,High Energy White,crust_color_level,2,2.29,-0.73,5.31,Internal temperature deviation | Below expected tolerance
BATCH_16992,Whole Wheat,texture_score,2,-0.18999999999999997,-0.69,0.31,Below expected tolerance | Above tolerance range
BATCH_17011,Family Loaf,internal_temp_c,2,99.96000000000001,99.87,100.05,Below expected tolerance | Internal temperature deviation
BATCH_17016,Seed Loaf,slice_uniformity_mm,2,0.15500000000000003,-0.23,0.54,Color inconsistency | Internal temperature deviation
BATCH_17070,High Energy Brown,moisture_percent,2,35.275,29.3,41.25,Above tolerance range | Internal temperature deviation
BATCH_17081,High Energy Brown,crust_color_level,2,-0.9850000000000001,-1.33,-0.64,Below expected tolerance | Above tolerance range
BATCH_17082,Family Loaf,internal_temp_c,2,96.86500000000001,92.87,100.86,Internal temperature deviation | Below expected tolerance
BATCH_17085,High Energy White,internal_temp_c,2,100.41,99.34,101.48,Above tolerance range
BATCH_17109,Whole Wheat,weight_grams,2,699.96,678.87,721.05,Internal temperature deviation | Below expected tolerance
BATCH_17150,Family Loaf,texture_score,2,-0.275,-1.02,0.47,Above tolerance range | Seal issue detected
BATCH_17160,Family Loaf,moisture_percent,2,34.64,29.66,39.62,Seal issue detected | Color inconsistency
BATCH_17165,Family Loaf,crust_color_level,2,3.7199999999999998,0.72,6.72,Color inconsistency | Internal temperature deviation
BATCH_17173,Seed Loaf,internal_temp_c,2,100.87,100.45,101.29,Internal temperature deviation | Color inconsistency
BATCH_17177,Seed Loaf,texture_score,2,5.665,0.08,11.25,Below expected tolerance | Color inconsistency
BATCH_17200,High Energy Brown,slice_uniformity_mm,2,0.7999999999999999,0.43,1.17,Internal temperature deviation
BATCH_17217,High Energy Brown,crust_color_level,2,6.3,6.3,6.3,Seal issue detected
BATCH_17225,Whole Wheat,package_seal_strength,2,78.69,78.69,78.69,Above tolerance range
BATCH_17243,Whole Wheat,slice_uniformity_mm,2,3.1950000000000003,-0.22,6.61,Above tolerance range | Internal temperature deviation
BATCH_17257,Whole Wheat,moisture_percent,2,40.425,40.1,40.75,Below expected tolerance | Color inconsistency
BATCH_17268,High Energy White,moisture_percent,2,35.144999999999996,29.71,40.58,Above tolerance range | Seal issue detected
BATCH_13527,Wholegrain Brown,moisture_percent,2,35.739999999999995,30.11,41.37,Seal issue detected | Above tolerance range
BATCH_17309,Seed Loaf,moisture_percent,2,40.864999999999995,40.69,41.04,Above tolerance range | Color inconsistency
BATCH_17324,Seed Loaf,slice_uniformity_mm,2,3.32,-0.33,6.97,Below expected tolerance | Internal temperature deviation
BATCH_17325,Soft White,crust_color_level,2,-0.435,-0.73,-0.14,Below expected tolerance | Above tolerance range
BATCH_17352,Family Loaf,crust_color_level,2,3.0399999999999996,-0.44,6.52,Color inconsistency | Above tolerance range
BATCH_17358,High Energy White,slice_uniformity_mm,2,4.5649999999999995,1.2,7.93,Internal temperature deviation | Color inconsistency
BATCH_17360,Whole Wheat,crust_color_level,2,2.55,-0.61,5.71,Seal issue detected | Color inconsistency
BATCH_17365,Family Loaf,internal_temp_c,2,100.425,99.66,101.19,Color inconsistency | Internal temperature deviation
BATCH_17369,Soft White,slice_uniformity_mm,2,1.21,0.95,1.47,Internal temperature deviation | Above tolerance range
BATCH_17377,Wholegrain Brown,crust_color_level,2,2.585,-1.08,6.25,Color inconsistency | Seal issue detected
BATCH_17392,Wholegrain Brown,crust_color_level,2,6.72,6.72,6.72,Seal issue detected
BATCH_17393,Seed Loaf,slice_uniformity_mm,2,7.109999999999999,6.75,7.47,Internal temperature deviation | Color inconsistency
BATCH_17409,Seed Loaf,internal_temp_c,2,91.625,90.66,92.59,Internal temperature deviation | Color inconsistency
BATCH_17410,High Energy Brown,slice_uniformity_mm,2,7.63,7.3,7.96,Above tolerance range | Internal temperature deviation
BATCH_17447,Wholegrain Brown,texture_score,2,4.965,-0.42,10.35,Below expected tolerance | Seal issue detected
BATCH_17449,High Energy White,slice_uniformity_mm,2,3.76,1.21,6.31,Above tolerance range | Color inconsistency
BATCH_17464,Seed Loaf,crust_color_level,2,6.15,5.32,6.98,Internal temperature deviation
BATCH_17465,High Energy Brown,internal_temp_c,2,100.735,100.28,101.19,Internal temperature deviation | Above tolerance range
BATCH_17481,High Energy Brown,internal_temp_c,2,100.97,100.54,101.4,Color inconsistency | Internal temperature deviation
BATCH_17485,Soft White,slice_uniformity_mm,2,0.925,0.53,1.32,Above tolerance range | Internal temperature deviation
BATCH_17495,Soft White,internal_temp_c,2,96.85,92.8,100.9,Below expected tolerance
BATCH_17505,Soft White,texture_score,2,-1.01,-1.07,-0.95,Internal temperature deviation | Below expected tolerance
BATCH_17514,High Energy White,crust_color_level,2,1.9949999999999999,-1.15,5.14,Below expected tolerance | Above tolerance range
BATCH_17536,High Energy White,moisture_percent,2,35.91,30.6,41.22,Below expected tolerance | Seal issue detected
BATCH_17538,Seed Loaf,slice_uniformity_mm,2,4.505,1.34,7.67,Above tolerance range | Internal temperature deviation
BATCH_17557,Family Loaf,crust_color_level,2,-0.43,-0.89,0.03,Color inconsistency | Internal temperature deviation
BATCH_17564,Family Loaf,internal_temp_c,2,100.345,99.49,101.2,Above tolerance range | Seal issue detected
BATCH_17574,Family Loaf,slice_uniformity_mm,2,7.235,6.69,7.78,Above tolerance range | Color inconsistency
BATCH_13614,Whole Wheat,internal_temp_c,2,91.285,91.25,91.32,Internal temperature deviation | Above tolerance range
BATCH_13426,Family Loaf,crust_color_level,2,-0.195,-0.22,-0.17,Above tolerance range | Color inconsistency
BATCH_17616,Soft White,slice_uniformity_mm,2,-0.009999999999999995,-0.21,0.19,Seal issue detected
BATCH_17637,High Energy Brown,crust_color_level,2,0.275,0.2,0.35,Seal issue detected | Color inconsistency
BATCH_17719,Seed Loaf,texture_score,2,6.3549999999999995,0.61,12.1,Color inconsistency
BATCH_17723,Whole Wheat,crust_color_level,2,6.295,5.46,7.13,Internal temperature deviation | Color inconsistency
BATCH_17747,High Energy White,package_seal_strength,2,98.965,77.62,120.31,Color inconsistency | Above tolerance range
BATCH_17749,Seed Loaf,slice_uniformity_mm,2,4.115,-0.11,8.34,Below expected tolerance | Seal issue detected
BATCH_17767,Family Loaf,texture_score,2,11.94,11.94,11.94,Color inconsistency
BATCH_17809,Wholegrain Brown,crust_color_level,2,1.98,-1.3,5.26,Color inconsistency | Below expected tolerance
BATCH_17821,Wholegrain Brown,internal_temp_c,2,95.94,91.17,100.71,Below expected tolerance | Above tolerance range
BATCH_17840,High Energy White,internal_temp_c,2,91.89,91.81,91.97,Seal issue detected | Below expected tolerance
BATCH_17841,Soft White,internal_temp_c,2,101.19999999999999,101.1,101.3,Above tolerance range | Below expected tolerance
BATCH_17859,Seed Loaf,texture_score,2,4.905,-0.91,10.72,Below expected tolerance | Color inconsistency
BATCH_17868,Seed Loaf,moisture_percent,2,39.61,39.51,39.71,Above tolerance range | Seal issue detected
BATCH_17880,Seed Loaf,texture_score,2,6.2,0.91,11.49,Seal issue detected | Below expected tolerance
BATCH_17891,Wholegrain Brown,crust_color_level,2,6.675,6.21,7.14,Below expected tolerance | Color inconsistency
BATCH_17894,Whole Wheat,crust_color_level,2,2.39,-1.34,6.12,Below expected tolerance | Above tolerance range
BATCH_17928,Family Loaf,texture_score,2,-1.045,-1.08,-1.01,Seal issue detected | Color inconsistency
BATCH_17933,High Energy White,slice_uniformity_mm,2,3.46,0.8,6.12,Color inconsistency | Seal issue detected
BATCH_17969,Family Loaf,crust_color_level,2,5.470000000000001,5.37,5.57,Color inconsistency | Above tolerance range
BATCH_17973,Seed Loaf,internal_temp_c,2,101.22999999999999,101.1,101.36,Below expected tolerance
BATCH_17975,Seed Loaf,crust_color_level,2,3.125,-0.03,6.28,Below expected tolerance | Internal temperature deviation
BATCH_12231,Whole Wheat,moisture_percent,1,29.94,29.94,29.94,Seal issue detected
